105,MALAGOS,"MALAGOS, Davao City",7.24657651,125.66202261,,2025-12-07 02:30:22,2025-12-07 02:30:22
106,BAGANIHAN,"BAGANIHAN, Davao City",7.15716693,125.66896698,,2025-12-07 02:30:22,2025-12-07 02:30:22
107,MALAGOS,"MALAGOS, Davao City",7.24678651,125.66269261,,2025-12-07 02:30:22,2025-12-07 02:30:22
108,BAGANIHAN,"BAGANIHAN, Davao City",7.15745693,125.66869698,,2025-12-07 02:30:22,2025-12-07 02:30:22
109,74-A (MATINA CROSSING),"74-A (MATINA CROSSING), Davao City",7.25259785,125.49051686,,2025-12-07 02:30:22,2025-12-07 02:30:22
110,BAGANIHAN,"BAGANIHAN, Davao City",7.15787693,125.66835698,,2025-12-07 02:30:22,2025-12-07 02:30:22
111,74-A (MATINA CROSSING),"74-A (MATINA CROSSING), Davao City",7.25267785,125.49055686,,2025-12-07 02:30:22,2025-12-07 02:30:22
112,BAGANIHAN,"BAGANIHAN, Davao City",7.15697693,125.66905698,,2025-12-07 02:30:22,2025-12-07 02:30:22
113,74-A (MATINA CROSSING),"74-A (MATINA CROSSING), Davao City",7.25295785,125.49079686,,2025-12-07 02:30:22,2025-12-07 02:30:22
114,BAGANIHAN,"BAGANIHAN, Davao City",7.15703693,125.66872698,,2025-12-07 02:30:22,2025-12-07 02:30:22
115,74-A (MATINA CROSSING),"74-A (MATINA CROSSING), Davao City",7.25330785,125.49064686,,2025-12-07 02:30:22,2025-12-07 02:30:22
116,BARANGAY 20-B,"BARANGAY 20-B, Davao City",7.12987351,125.48869616,,2025-12-07 02:30:22,2025-12-07 02:30:22
117,CATALUNAN PEQUENO,"CATALUNAN PEQUENO, Davao City",7.14572840,125.42854690,,2025-12-07 02:30:22,2025-12-07 02:30:22
118,TORII (POB.),"TORII (POB.), Davao City",7.08746874,125.46922813,,2025-12-07 02:30:22,2025-12-07 02:30:22
119,CATALUNAN PEQUENO,"CATALUNAN PEQUENO, Davao City",7.14525840,125.42867690,,2025-12-07 02:30:22,2025-12-07 02:30:22
120,TORII (POB.),"TORII (POB.), Davao City",7.08720874,125.46866813,,2025-12-07 02:30:22,2025-12-07 02:30:22
121,CATALUNAN PEQUENO,"CATALUNAN PEQUENO, Davao City",7.14574840,125.42826690,,2025-12-07 02:30:22,2025-12-07 02:30:22
122,TORII (POB.),"TORII (POB.), Davao City",7.08725874,125.46878813,,2025-12-07 02:30:22,2025-12-07 02:30:22
123,CATALUNAN PEQUENO,"CATALUNAN PEQUENO, Davao City",7.14505840,125.42823690,,2025-12-07 02:30:22,2025-12-07 02:30:22
124,TORII (POB.),"TORII (POB.), Davao City",7.08744874,125.46931813,,2025-12-07 02:30:22,2025-12-07 02:30:22
125,CENTRO,"CENTRO, Davao City",7.10045852,125.62731543,,2025-12-07 02:30:22,2025-12-07 02:30:22
126,TORII (POB.),"TORII (POB.), Davao City",7.08716874,125.46898813,,2025-12-07 02:30:22,2025-12-07 02:30:22
127,CENTRO,"CENTRO, Davao City",7.10038852,125.62770543,,2025-12-07 02:30:22,2025-12-07 02:30:22
128,COMMUNAL,"COMMUNAL, Davao City",7.18322587,125.52299119,,2025-12-07 02:30:22,2025-12-07 02:30:22
129,CENTRO,"CENTRO, Davao City",7.09984852,125.62770543,,2025-12-07 02:30:22,2025-12-07 02:30:22
130,COMMUNAL,"COMMUNAL, Davao City",7.18392587,125.52378119,,2025-12-07 02:30:22,2025-12-07 02:30:22
131,CENTRO,"CENTRO, Davao City",7.10004852,125.62738543,,2025-12-07 02:30:22,2025-12-07 02:30:22
132,COMMUNAL,"COMMUNAL, Davao City",7.18344587,125.52331119,,2025-12-07 02:30:22,2025-12-07 02:30:22
133,BARANGAY 11-A,"BARANGAY 11-A, Davao City",7.23747746,125.58143415,,2025-12-07 02:30:22,2025-12-07 02:30:22
134,BARANGAY 13-B,"BARANGAY 13-B, Davao City",7.04206816,125.47226948,,2025-12-07 02:30:22,2025-12-07 02:30:22
135,BARANGAY 11-A,"BARANGAY 11-A, Davao City",7.23775746,125.58212415,,2025-12-07 02:30:22,2025-12-07 02:30:22
136,BARANGAY 13-B,"BARANGAY 13-B, Davao City",7.04139816,125.47196948,,2025-12-07 02:30:22,2025-12-07 02:30:22
137,BARANGAY 11-A,"BARANGAY 11-A, Davao City",7.23770746,125.58183415,,2025-12-07 02:30:22,2025-12-07 02:30:22
138,BARANGAY 13-B,"BARANGAY 13-B, Davao City",7.04227816,125.47252948,,2025-12-07 02:30:22,2025-12-07 02:30:22
139,BARANGAY 11-A,"BARANGAY 11-A, Davao City",7.23710746,125.58138415,,2025-12-07 02:30:22,2025-12-07 02:30:22
140,BARANGAY 13-B,"BARANGAY 13-B, Davao City",7.04186816,125.47239948,,2025-12-07 02:30:22,2025-12-07 02:30:22
141,BARANGAY 11-A,"BARANGAY 11-A, Davao City",7.23755746,125.58180415,,2025-12-07 02:30:22,2025-12-07 02:30:22
142,BARANGAY 13-B,"BARANGAY 13-B, Davao City",7.04214816,125.47240948,,2025-12-07 02:30:22,2025-12-07 02:30:22
143,CABANTIAN,"CABANTIAN, Davao City",7.13508823,125.57120375,,2025-12-07 02:30:22,2025-12-07 02:30:22
144,MANDUG,"MANDUG, Davao City",7.08768339,125.60171515,,2025-12-07 02:30:22,2025-12-07 02:30:22
145,CABANTIAN,"CABANTIAN, Davao City",7.13571823,125.57121375,,2025-12-07 02:30:22,2025-12-07 02:30:22
146,MANDUG,"MANDUG, Davao City",7.08792339,125.60195515,,2025-12-07 02:30:22,2025-12-07 02:30:22
147,CABANTIAN,"CABANTIAN, Davao City",7.13557823,125.57066375,,2025-12-07 02:30:22,2025-12-07 02:30:22
148,MANDUG,"MANDUG, Davao City",7.08748339,125.60206515,,2025-12-07 02:30:22,2025-12-07 02:30:22
149,CABANTIAN,"CABANTIAN, Davao City",7.13518823,125.57092375,,2025-12-07 02:30:22,2025-12-07 02:30:22
150,BAGO OSHIRO,"BAGO OSHIRO, Davao City",7.10952855,125.64814941,,2025-12-07 02:30:22,2025-12-07 02:30:22
151,PAQUIBATO (POB.),"PAQUIBATO (POB.), Davao City",7.05479266,125.41565297,,2025-12-07 02:30:22,2025-12-07 02:30:22
152,BAGO OSHIRO,"BAGO OSHIRO, Davao City",7.10986855,125.64768941,,2025-12-07 02:30:22,2025-12-07 02:30:22
153,ALAMBRE,"ALAMBRE, Davao City",7.25648221,125.44222970,,2025-12-07 02:30:22,2025-12-07 02:30:22
154,BAGO OSHIRO,"BAGO OSHIRO, Davao City",7.10982855,125.64749941,,2025-12-07 02:30:22,2025-12-07 02:30:22
155,ALAMBRE,"ALAMBRE, Davao City",7.25686221,125.44185970,,2025-12-07 02:30:22,2025-12-07 02:30:22
156,40-D BOLTON ISLA,"40-D BOLTON ISLA, Davao City",7.13717100,125.60222764,,2025-12-07 02:30:22,2025-12-07 02:30:22
157,SASA,"SASA, Davao City",7.26511796,125.58686482,,2025-12-07 02:30:22,2025-12-07 02:30:22
158,40-D BOLTON ISLA,"40-D BOLTON ISLA, Davao City",7.13673100,125.60210764,,2025-12-07 02:30:22,2025-12-07 02:30:22
159,MAPI-ILA,"MAPI-ILA, Davao City",7.13946293,125.46284715,,2025-12-07 02:30:22,2025-12-07 02:30:22
160,40-D BOLTON ISLA,"40-D BOLTON ISLA, Davao City",7.13647100,125.60159764,,2025-12-07 02:30:22,2025-12-07 02:30:22
161,MAPI-ILA,"MAPI-ILA, Davao City",7.14026293,125.46279715,,2025-12-07 02:30:22,2025-12-07 02:30:22
162,MAPI-ILA,"MAPI-ILA, Davao City",7.13973293,125.46184715,,2025-12-07 02:30:22,2025-12-07 02:30:22
163,BARANGAY 27-C,"BARANGAY 27-C, Davao City",7.23508279,125.64687513,,2025-12-07 02:30:22,2025-12-07 02:30:22
164,BARANGAY 32-D,"BARANGAY 32-D, Davao City",7.02251992,125.55081102,,2025-12-07 02:30:22,2025-12-07 02:30:22
165,BARANGAY 27-C,"BARANGAY 27-C, Davao City",7.23568279,125.64737513,,2025-12-07 02:30:22,2025-12-07 02:30:22
166,BARANGAY 32-D,"BARANGAY 32-D, Davao City",7.02264992,125.55077102,,2025-12-07 02:30:22,2025-12-07 02:30:22
167,BALENGAENG,"BALENGAENG, Davao City",7.05964213,125.51923765,,2025-12-07 02:30:22,2025-12-07 02:30:22
168,BARANGAY 5-A (POB.),"BARANGAY 5-A (POB.), Davao City",7.11647783,125.56362451,,2025-12-07 02:30:22,2025-12-07 02:30:22
169,BALENGAENG,"BALENGAENG, Davao City",7.05992213,125.51909765,,2025-12-07 02:30:22,2025-12-07 02:30:22
170,BARANGAY 5-A (POB.),"BARANGAY 5-A (POB.), Davao City",7.11663783,125.56340451,,2025-12-07 02:30:22,2025-12-07 02:30:22
171,BALENGAENG,"BALENGAENG, Davao City",7.05949213,125.51872765,,2025-12-07 02:30:22,2025-12-07 02:30:22
172,BARANGAY 5-A (POB.),"BARANGAY 5-A (POB.), Davao City",7.11614783,125.56379451,,2025-12-07 02:30:22,2025-12-07 02:30:22
173,ALFONSO ANGLIONGTO SR,"ALFONSO ANGLIONGTO SR, Davao City",7.15422033,125.44718509,,2025-12-07 02:30:22,2025-12-07 02:30:22
174,BARANGAY 5-A (POB.),"BARANGAY 5-A (POB.), Davao City",7.11608783,125.56307451,,2025-12-07 02:30:22,2025-12-07 02:30:22
175,LUBOGAN,"LUBOGAN, Davao City",7.17819437,125.62109528,,2025-12-07 02:30:22,2025-12-07 02:30:22
176,WAAN,"WAAN, Davao City",7.24116130,125.48464216,,2025-12-07 02:30:22,2025-12-07 02:30:22
177,LUBOGAN,"LUBOGAN, Davao City",7.17757437,125.62095528,,2025-12-07 02:30:22,2025-12-07 02:30:22
178,SUAWAN (TULI),"SUAWAN (TULI), Davao City",7.27080221,125.68486755,,2025-12-07 02:30:22,2025-12-07 02:30:22
179,LUBOGAN,"LUBOGAN, Davao City",7.17800437,125.62107528,,2025-12-07 02:30:22,2025-12-07 02:30:22
180,SUAWAN (TULI),"SUAWAN (TULI), Davao City",7.27019221,125.68454755,,2025-12-07 02:30:22,2025-12-07 02:30:22
181,LUBOGAN,"LUBOGAN, Davao City",7.17781437,125.62107528,,2025-12-07 02:30:22,2025-12-07 02:30:22
182,76-A BUCANA,"76-A BUCANA, Davao City",7.06079182,125.65250923,,2025-12-07 02:30:22,2025-12-07 02:30:22
183,ILANG,"ILANG, Davao City",7.01405512,125.50778235,,2025-12-07 02:30:22,2025-12-07 02:30:22
184,76-A BUCANA,"76-A BUCANA, Davao City",7.06129182,125.65265923,,2025-12-07 02:30:22,2025-12-07 02:30:22
185,ILANG,"ILANG, Davao City",7.01358512,125.50863235,,2025-12-07 02:30:22,2025-12-07 02:30:22
186,76-A BUCANA,"76-A BUCANA, Davao City",7.06072182,125.65260923,,2025-12-07 02:30:22,2025-12-07 02:30:22
187,ILANG,"ILANG, Davao City",7.01376512,125.50781235,,2025-12-07 02:30:22,2025-12-07 02:30:22
188,BARANGAY 11-A,"BARANGAY 11-A, Davao City",7.02016208,125.61638205,,2025-12-07 02:30:22,2025-12-07 02:30:22
189,ILANG,"ILANG, Davao City",7.01405512,125.50829235,,2025-12-07 02:30:22,2025-12-07 02:30:22
190,BARANGAY 11-A,"BARANGAY 11-A, Davao City",7.02026208,125.61721205,,2025-12-07 02:30:22,2025-12-07 02:30:22
191,COMMUNAL,"COMMUNAL, Davao City",7.18240346,125.60110125,,2025-12-07 02:30:22,2025-12-07 02:30:22
192,BARANGAY 11-A,"BARANGAY 11-A, Davao City",7.02049208,125.61697205,,2025-12-07 02:30:22,2025-12-07 02:30:22
193,COMMUNAL,"COMMUNAL, Davao City",7.18200346,125.60113125,,2025-12-07 02:30:22,2025-12-07 02:30:22
194,BARANGAY 11-A,"BARANGAY 11-A, Davao City",7.02045208,125.61675205,,2025-12-07 02:30:22,2025-12-07 02:30:22
195,COMMUNAL,"COMMUNAL, Davao City",7.18194346,125.60094125,,2025-12-07 02:30:22,2025-12-07 02:30:22
196,TAPAK,"TAPAK, Davao City",7.26270514,125.42306816,,2025-12-07 02:30:22,2025-12-07 02:30:22
197,COMMUNAL,"COMMUNAL, Davao City",7.18213346,125.60176125,,2025-12-07 02:30:22,2025-12-07 02:30:22
198,TAPAK,"TAPAK, Davao City",7.26363514,125.42299816,,2025-12-07 02:30:22,2025-12-07 02:30:22
199,BANGKAS HEIGHTS,"BANGKAS HEIGHTS, Davao City",7.05118724,125.48088318,,2025-12-07 02:30:22,2025-12-07 02:30:22
200,TAPAK,"TAPAK, Davao City",7.26366514,125.42320816,,2025-12-07 02:30:22,2025-12-07 02:30:22
201,BANGKAS HEIGHTS,"BANGKAS HEIGHTS, Davao City",7.05110724,125.48154318,,2025-12-07 02:30:22,2025-12-07 02:30:22
202,BANGKAS HEIGHTS,"BANGKAS HEIGHTS, Davao City",7.05137724,125.48167318,,2025-12-07 02:30:22,2025-12-07 02:30:22
203,PAMPANGA,"PAMPANGA, Davao City",7.11674148,125.43165901,,2025-12-07 02:30:22,2025-12-07 02:30:22
204,BANGKAS HEIGHTS,"BANGKAS HEIGHTS, Davao City",7.05144724,125.48101318,,2025-12-07 02:30:22,2025-12-07 02:30:22
205,PAMPANGA,"PAMPANGA, Davao City",7.11726148,125.43178901,,2025-12-07 02:30:22,2025-12-07 02:30:22
206,PAMPANGA,"PAMPANGA, Davao City",7.01946548,125.42407889,,2025-12-07 02:30:22,2025-12-07 02:30:22
207,FATIMA (BENOWANG),"FATIMA (BENOWANG), Davao City",7.16242829,125.54783440,,2025-12-07 02:30:22,2025-12-07 02:30:22
208,PAMPANGA,"PAMPANGA, Davao City",7.01970548,125.42421889,,2025-12-07 02:30:22,2025-12-07 02:30:22
209,PAQUIBATO (POB.),"PAQUIBATO (POB.), Davao City",7.29062974,125.44844400,,2025-12-07 02:30:22,2025-12-07 02:30:22
210,PAMPANGA,"PAMPANGA, Davao City",7.01988548,125.42440889,,2025-12-07 02:30:22,2025-12-07 02:30:22
211,MATINA PANGI,"MATINA PANGI, Davao City",7.01949942,125.69369964,,2025-12-07 02:30:22,2025-12-07 02:30:22
212,BARANGAY 32-D,"BARANGAY 32-D, Davao City",7.28515566,125.69792454,,2025-12-07 02:30:22,2025-12-07 02:30:22
213,MATINA PANGI,"MATINA PANGI, Davao City",7.01975942,125.69375964,,2025-12-07 02:30:22,2025-12-07 02:30:22
214,MAGSAYSAY,"MAGSAYSAY, Davao City",7.19493540,125.44747607,,2025-12-07 02:30:22,2025-12-07 02:30:22
