96,2,59,2025-12-08 03:31:53,2025-12-08 03:31:53
97,7,60,2025-12-08 03:31:53,2025-12-08 03:31:53
98,1,60,2025-12-08 03:31:53,2025-12-08 03:31:53
99,2,60,2025-12-08 03:31:53,2025-12-08 03:31:53
100,7,61,2025-12-08 03:31:53,2025-12-08 03:31:53
101,1,61,2025-12-08 03:31:53,2025-12-08 03:31:53
102,2,61,2025-12-08 03:31:53,2025-12-08 03:31:53
103,7,62,2025-12-08 03:31:53,2025-12-08 03:31:53
104,1,62,2025-12-08 03:31:53,2025-12-08 03:31:53
105,2,62,2025-12-08 03:31:53,2025-12-08 03:31:53
106,7,63,2025-12-08 03:31:53,2025-12-08 03:31:53
107,1,63,2025-12-08 03:31:53,2025-12-08 03:31:53
108,2,63,2025-12-08 03:31:53,2025-12-08 03:31:53
109,7,64,2025-12-08 03:31:53,2025-12-08 03:31:53
110,1,64,2025-12-08 03:31:53,2025-12-08 03:31:53
111,2,64,2025-12-08 03:31:53,2025-12-08 03:31:53
