id,date,barangay,crime_type,crime_count,latitude,longitude
45,2020-03-13,76-A BUCANA,Hacking,1,7.077633994480005,125.52335714276086
46,2023-05-05,76-A BUCANA,Assault,5,7.198756685306194,125.52824593622708
47,2023-04-15,TAMAYONG,Illegal Drugs,1,7.093513322826823,125.49908540025064
48,2020-09-27,TUNGKALAN,Illegal Drugs,4,7.156020406353343,125.56926954500537
49,2024-08-09,MARAPANGI,Phishing,1,7.164013083802984,125.65517235840454
50,2023-07-25,PAQUIBATO (POB.),Carnapping,3,7.055456336657658,125.4604585134019
51,2023-03-21,"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",Theft,2,7.2908753883293675,125.68032991162603
52,2021-01-02,"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",Phishing,5,7.232539847008335,125.60672629612448
53,2024-04-09,"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",Hacking,1,7.2818496824692565,125.64698196380401
54,2020-09-10,CALINAN (POB.),Theft,4,7.268448205128294,125.56685720778901
55,2023-12-23,MULIG,Illegal Drugs,2,7.179369993643325,125.63385501042723
56,2022-11-26,MULIG,Cyberbullying,3,7.276562270506935,125.40486011920184
57,2020-11-11,BANTOL,Homicide,5,7.026547750615576,125.64551412743387
58,2024-10-08,SALAPAWAN,Homicide,5,7.058794858725744,125.41204165772561
59,2023-11-29,BARANGAY 27-C,Illegal Drugs,1,7.013568186673162,125.66697401290887
60,2021-09-20,"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",Illegal Drugs,1,7.0975990992289795,125.69758882417159
61,2024-01-25,BARANGAY 27-C,Carnapping,5,7.116603186906844,125.48822023865304
62,2023-09-04,CARMEN,Murder,3,7.081404709532169,125.46309556688574
63,2022-10-08,SAN ISIDRO,Physical Injury,2,7.248621252745578,125.62960900915742
64,2023-01-15,TAPAK,Online Scam,1,7.107025998008076,125.47590790227608
65,2022-02-15,"INDANGAN (BRGY UNDER PS 13, DCPO)",Vandalism,3,7.084280352906214,125.65966871495166
66,2020-10-11,CABANTIAN,Cyber Fraud,1,7.162808824947475,125.43085277764725
67,2020-07-05,RIVERSIDE,Cyberbullying,1,7.0422772674924285,125.43778655891381
68,2020-02-25,TIGATTO,Online Scam,3,7.240659094226212,125.69374546653019
69,2020-05-07,TORII (POB.),Physical Injury,1,7.022365193103931,125.602151669481
70,2023-03-19,"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",Cyber Fraud,4,7.296066080980155,125.6540661673287
71,2021-01-06,TAPAK,Identity Theft,2,7.231673430788997,125.49729881320546
72,2022-05-29,MULIG,Theft,3,7.059614704460252,125.60294512485619
73,2024-12-15,TAMAYONG,Cyberbullying,4,7.00165663513708,125.57827254819259
74,2024-03-04,BARANGAY 32-D,Robbery,4,7.24463842853645,125.5809450360369
75,2022-11-23,MULIG,Carnapping,3,7.212057203154285,125.60475973786131
76,2024-11-12,TAMUGAN,Phishing,5,7.218702150412296,125.57260775193873
77,2022-02-15,"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",Assault,3,7.231381104005783,125.5287187107908
78,2020-07-12,"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",Online Scam,4,7.022213395520227,125.48277680831417
79,2023-07-02,"MANDUG (BRGY UNDER PS 13, DCPO)",Assault,5,7.107539718563282,125.63057439927397
80,2024-03-07,WINES,Hacking,4,7.034760717857539,125.46788172900096
81,2021-02-07,GUMITAN,Phishing,4,7.258931027762678,125.60770629184633
82,2023-02-25,NEW VALENCIA,Homicide,5,7.1869894380482675,125.4699998467948
83,2021-02-15,TALOMO (POB.),Illegal Drugs,3,7.099269407455795,125.58759905098634
84,2020-08-22,"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",Online Scam,5,7.019067505085807,125.6241234801387
85,2024-06-20,74-A (MATINA CROSSING),Homicide,1,7.093294696514699,125.46561416667197
86,2022-12-21,BUHANGIN (POB.),Hacking,3,7.097554996608024,125.4179829902584
87,2023-05-09,TORII (POB.),Physical Injury,5,7.218881853501419,125.43929212289825
88,2021-02-13,CATALUNAN GRANDE,Identity Theft,5,7.191267241406564,125.5817990901813
89,2021-09-08,SALAYSAY,Theft,5,7.2661638227728975,125.65483392186772
90,2023-04-28,FATIMA (BENOWANG),Carnapping,5,7.141664477548585,125.41349904637063
91,2022-01-09,MATINA PANGI,Assault,2,7.03587827378149,125.6202453777125
92,2024-02-08,"INDANGAN (BRGY UNDER PS 13, DCPO)",Physical Injury,2,7.213973436166898,125.50239559378502
93,2020-02-08,"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",Assault,1,7.228235514585069,125.54355851097586
94,2021-10-16,"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",Murder,3,7.1683831592708485,125.67865786495368
95,2024-11-16,"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Phishing,5,7.231290153986368,125.49959145142076
96,2020-08-19,BARANGAY 11-A,Identity Theft,3,7.1481386789093175,125.53960108018185
97,2023-03-07,BARANGAY 11-A,Theft,5,7.156819848814598,125.40410472442821
98,2024-04-27,BARANGAY 28-C,Physical Injury,2,7.1282623055075645,125.42447961600146
99,2022-01-09,"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Cyberbullying,2,7.007625738023228,125.47757747734045
100,2024-05-28,TALOMO (POB.),Theft,3,7.0323674280979915,125.40835567224633
101,2021-06-12,MARAPANGI,Online Scam,3,7.00942875570602,125.58941259781447
102,2023-08-06,BUHANGIN (POB.),Cyber Fraud,2,7.190923123379134,125.5279195070405
103,2022-01-04,BARANGAY 5-A (POB.),Carnapping,3,7.094306794322898,125.5644435608184
104,2023-08-07,TALOMO RIVER,Murder,3,7.1525712073494105,125.4523941557689
105,2023-11-28,TALOMO (POB.),Hacking,1,7.272269942177828,125.488779608831
106,2024-08-30,ALAMBRE,Theft,2,7.074787668744662,125.59914734245582
107,2022-01-02,40-D BOLTON ISLA,Phishing,2,7.123114876910689,125.68959081708913
108,2020-01-30,TALOMO RIVER,Physical Injury,1,7.2266653415629145,125.41512503208067
109,2022-08-16,"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",Vandalism,1,7.0686394496474865,125.66711529625658
110,2022-06-09,"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",Cyberbullying,2,7.0230939729486375,125.57306436039336
111,2020-06-19,"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",Murder,2,7.0869254358741305,125.5691758700267
112,2020-11-23,BAGUIO PROPER,Illegal Drugs,5,7.048366386176201,125.55008356056233
113,2023-02-17,CARMEN,Online Scam,3,7.278909295702772,125.42081822577126
114,2021-05-13,SUAWAN (TULI),Identity Theft,2,7.242436113869325,125.42696305552086
115,2024-01-14,SUAWAN (TULI),Murder,4,7.190021126953127,125.58027360169773
116,2023-06-22,SALAYSAY,Assault,1,7.2614381770563154,125.50228757143067
117,2021-06-07,BARANGAY 17-B,Phishing,5,7.241101623069734,125.6751804199733
118,2021-09-28,BARANGAY 23-C,Vandalism,4,7.055971017665811,125.52197716120784
119,2022-01-01,"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",Carnapping,1,7.267767699546993,125.4429844376108
120,2023-02-13,"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",Cyber Fraud,3,7.161802672574695,125.61441565005062
121,2021-09-29,"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",Cyber Fraud,5,7.242232046549218,125.4880060264323
122,2024-04-14,"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",Homicide,2,7.268827389977048,125.55764109220677
123,2024-02-01,"MANDUG (BRGY UNDER PS 13, DCPO)",Cyber Fraud,4,7.0954010424915595,125.60934983565156
124,2022-12-25,74-A (MATINA CROSSING),Murder,2,7.033015577358303,125.67007923336062
125,2024-07-24,VICENTE HIZON SR.,Vandalism,1,7.068380548762582,125.6376573584405
126,2020-11-19,FATIMA (BENOWANG),Phishing,3,7.128132336587877,125.60290832036182
127,2023-12-18,"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",Online Scam,1,7.245404429776748,125.60388995471855
128,2021-01-28,"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",Assault,5,7.258219174976903,125.68377739320962
129,2022-07-07,SUBASTA,Physical Injury,5,7.0020856391593576,125.48874722924897
130,2023-07-07,"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",Murder,5,7.15322419077327,125.40033362825886
131,2023-06-03,"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",Hacking,2,7.125223300944634,125.48158636781946
132,2021-12-02,TUGBOK (POB.),Carnapping,4,7.066632343141219,125.46536741388803
133,2024-08-14,ULAS,Illegal Drugs,4,7.035959610200105,125.5985503755342
134,2024-07-16,TUNGKALAN,Homicide,5,7.101284551421088,125.59011347992966
135,2020-07-26,MALABOG,Robbery,4,7.282872911173755,125.57803841481142
136,2020-08-30,BARANGAY 38-D (OB.),Assault,2,7.096960879606226,125.40487303296284
137,2023-10-04,"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",Illegal Drugs,1,7.15563718652301,125.6186334163352
138,2023-03-15,"MANDUG (BRGY UNDER PS 13, DCPO)",Robbery,5,7.2109056876685536,125.49705912374566
139,2021-05-06,"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",Cyberbullying,5,7.109088880713788,125.59951679670199
140,2022-03-11,"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",Homicide,5,7.291534624816288,125.56697352855065
141,2023-12-28,TAPAK,Carnapping,5,7.288734188482633,125.50281927762838
142,2020-01-31,CARMEN,Homicide,4,7.075534688747609,125.44037288013124
143,2022-03-14,MALAGOS,Robbery,4,7.149174551767715,125.42832566929815
144,2021-04-30,BARANGAY 22-C,Assault,3,7.090263492945031,125.64945549993367
145,2024-02-05,"ACACIA (BRGY UNDER PS 13, DCPO)",Hacking,3,7.08545214831324,125.67551926262448
146,2023-04-28,BARANGAY 5-A (POB.),Online Scam,3,7.01106608420636,125.59493641402929
147,2021-07-11,CATALUNAN GRANDE,Assault,3,7.1828693001939685,125.43103023445815
148,2023-02-03,MINTAL,Murder,4,7.1508037069686585,125.52060816506648
149,2021-07-22,BUNAWAN (POB.),Robbery,1,7.0154436253749966,125.61868176003155
150,2022-02-06,"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",Vandalism,3,7.083593939270983,125.63394626520302
151,2021-06-25,LASANG,Theft,1,7.2724797657899956,125.43546558668733
152,2023-11-26,ALAMBRE,Theft,5,7.071868567200092,125.40000921565363
153,2021-07-27,GUMITAN,Carnapping,3,7.043468461627367,125.61364111376419
154,2020-04-01,BARANGAY 11-A,Theft,2,7.146835828083269,125.50697885279587
155,2022-12-25,BANTOL,Phishing,5,7.29569513623318,125.47634439948548
156,2021-07-01,"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",Online Scam,4,7.07261658145345,125.40386924093686
157,2023-12-25,EDEN,Murder,2,7.201640664221763,125.56208982202845
158,2020-09-08,SALAPAWAN,Carnapping,1,7.228485884598615,125.6553452206278
159,2022-10-15,MAPI-ILA,Identity Theft,3,7.07129126319772,125.68728949388178
160,2020-08-02,"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",Identity Theft,5,7.218464904583557,125.56972348518399
161,2021-10-22,TUGBOK (POB.),Physical Injury,4,7.110334939815776,125.55433839832197
162,2024-07-18,MAPI-ILA,Theft,4,7.189691749178074,125.42551691564678
163,2023-11-08,EDEN,Vandalism,2,7.190058913228269,125.56466184046279
164,2024-09-21,SALOY,Theft,1,7.1607324052224275,125.51399372368962
165,2021-12-03,BARANGAY 14-B,Carnapping,2,7.027086931016322,125.58214058426508
166,2022-12-04,BAO JOAQUIN,Vandalism,2,7.250590748676771,125.51661790436297
167,2021-10-10,MAHAYAG,Carnapping,3,7.09623401949152,125.47208973703512
168,2020-12-09,TAMBOBONG,Theft,2,7.055955553119956,125.42848958256852
169,2023-08-17,LACSON,Online Scam,5,7.012232542466429,125.49447553337667
170,2024-11-06,ILANG,Assault,1,7.177267882956473,125.42899345028633
171,2022-05-27,MINTAL,Assault,4,7.203269308552684,125.4530690852472
172,2023-02-05,"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Phishing,5,7.0049763486783565,125.69620084757386
173,2021-10-09,"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",Robbery,3,7.153627917489784,125.533231067072
174,2021-12-15,74-A (MATINA CROSSING),Physical Injury,4,7.0679487325593815,125.55956152995151
175,2020-03-30,SANTO NINO,Carnapping,2,7.193551837122834,125.66208555862117
176,2024-10-28,TORII (POB.),Phishing,2,7.052309928701497,125.69867067014721
177,2023-09-01,"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Murder,1,7.20728132143074,125.5748143348034
178,2022-07-04,"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",Homicide,3,7.116020603890161,125.64374214631326
179,2020-07-02,"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",Phishing,1,7.28101899662102,125.498082307301
180,2022-08-21,"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",Cyber Fraud,5,7.041256283243798,125.49172318723419
181,2021-01-22,"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",Vandalism,5,7.102319905315078,125.52081111629838
182,2020-06-26,BARANGAY 14-B,Phishing,4,7.034042056372177,125.6017521788021
183,2021-05-07,RIVERSIDE,Hacking,3,7.277408085483569,125.60465750677653
184,2022-08-11,TAMBOBONG,Homicide,2,7.263201806014294,125.49457183039485
185,2022-12-16,BUDA,Carnapping,1,7.077382488314546,125.439962977241
186,2023-08-22,PANACAN,Cyber Fraud,4,7.197995213810254,125.58971887693966
187,2020-10-28,TAMBOBONG,Hacking,4,7.245166660060365,125.43849775865664
188,2022-01-19,MAHAYAG,Online Scam,4,7.1665602434798386,125.5735477524688
189,2024-01-24,"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",Vandalism,1,7.158895173506802,125.6080266384169
190,2022-02-09,SIRIB,Assault,5,7.072555687270135,125.61018344891833
191,2024-11-28,"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",Homicide,2,7.02793083034177,125.62604163319789
192,2022-02-04,PAQUIBATO (POB.),Cyberbullying,2,7.269164727385998,125.6618578264697
193,2021-02-11,BUDA,Theft,3,7.270125417148999,125.54998769758944
194,2021-09-12,BARANGAY 13-B,Vandalism,3,7.18993043718198,125.61907475685888
195,2020-08-21,74-A (MATINA CROSSING),Assault,2,7.10170893731461,125.58575182060976
196,2021-02-21,"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",Cyber Fraud,1,7.104762872383798,125.4559919819393
197,2022-12-14,PANALUM,Homicide,5,7.217786703661072,125.40770689346083
198,2023-02-23,"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",Illegal Drugs,3,7.269133077985773,125.48536241570308
199,2021-01-29,BUDA,Carnapping,1,7.266125927279535,125.53291011190129
200,2020-07-01,TAMBOBONG,Vandalism,3,7.233962663757287,125.5851317833286
201,2020-08-18,"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",Identity Theft,4,7.192609493846287,125.65498779915096
202,2021-06-20,CAWAYAN,Cyberbullying,3,7.0252419894985145,125.45887371501186
203,2020-02-25,BINUGAO,Vandalism,4,7.0484886142283845,125.43766493696955
204,2022-07-24,MAPI-ILA,Identity Theft,4,7.269566256558123,125.6890439842423
205,2022-03-26,"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",Carnapping,2,7.181928717897877,125.43241336781293
206,2020-06-07,40-D BOLTON ISLA,Physical Injury,4,7.002759115484989,125.54354732103216
207,2024-05-31,SALAYSAY,Assault,1,7.03044146285981,125.57566911863799
208,2020-01-23,BUDA,Cyberbullying,1,7.199050530732417,125.56241232627224
209,2021-05-16,SALAPAWAN,Phishing,1,7.0015184751538655,125.42580964710989
210,2020-05-27,BARANGAY 2-A (POB.),Homicide,2,7.04824241542525,125.4171080742011
211,2023-01-14,MARILOG,Vandalism,3,7.164620136809976,125.43164502823832
212,2023-03-25,"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",Theft,5,7.207568559307808,125.57567630516179
213,2022-07-06,MAPI-ILA,Robbery,1,7.19558837785078,125.56330346629031
214,2022-06-26,NEW VALENCIA,Cyber Fraud,4,7.067280792838168,125.47012223761102
215,2020-03-18,"MAA (BRGY IS NOW UNDER ps 16, DCPO)",Illegal Drugs,3,7.213653766404261,125.59133224255368
216,2024-09-09,MULIG,Carnapping,2,7.07117472624904,125.6460202506167
217,2022-01-11,BARANGAY 37-D,Identity Theft,1,7.09761990944778,125.41247368795398
218,2023-01-19,NEW VALENCIA,Identity Theft,4,7.223947421535407,125.54943898306442
219,2021-10-11,BANGKAS HEIGHTS,Online Scam,2,7.1948898697141646,125.60679312363081
220,2024-07-16,BAGO OSHIRO,Theft,2,7.254767023148253,125.47569357812091
221,2024-12-28,"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",Murder,4,7.1972838676901025,125.49233127158794
222,2023-11-25,"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",Online Scam,1,7.170492581000642,125.58409137089681
223,2022-09-29,"ACACIA (BRGY UNDER PS 13, DCPO)",Murder,4,7.028102430348428,125.66938058803312
224,2023-11-24,"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",Carnapping,3,7.11031474091783,125.64297732609087
225,2024-09-01,CAWAYAN,Phishing,3,7.079560710304517,125.57493906572988
226,2020-01-06,BINUGAO,Hacking,5,7.0731968930137255,125.61906651532718
227,2021-02-12,"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",Murder,5,7.291903166425733,125.50944674106235
228,2022-09-26,BUDA,Online Scam,1,7.117929317400028,125.59228965842964
229,2022-01-11,"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",Online Scam,1,7.267613966553133,125.53985447733827
230,2021-03-18,MARAPANGI,Murder,3,7.189341587799179,125.45698084093728
231,2021-07-08,MATINA PANGI,Carnapping,2,7.238443391062495,125.61052148216318
232,2024-05-31,CARMEN,Identity Theft,3,7.150791127931558,125.56693939120466
233,2024-01-12,BARANGAY 18-B,Murder,5,7.173071165387908,125.50758647458608
234,2022-06-10,TALOMO RIVER,Online Scam,4,7.147755308145659,125.6734017570236
235,2023-05-26,EDEN,Cyber Fraud,2,7.058572896339413,125.40628023534802
236,2023-02-24,"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",Carnapping,3,7.216735634578452,125.49473194537485
237,2020-06-08,TALOMO (POB.),Cyber Fraud,3,7.084231708732257,125.4170644193333
238,2020-01-02,40-D BOLTON ISLA,Physical Injury,2,7.007294789929436,125.62995819486649
239,2024-08-29,TUNGKALAN,Vandalism,2,7.19364168877215,125.61063223623414
240,2023-02-05,VICENTE HIZON SR.,Physical Injury,4,7.053133203822115,125.4994056656209
241,2022-06-24,MATINA PANGI,Identity Theft,2,7.282137575305875,125.60269887066212
242,2023-07-26,BAGUIO PROPER,Homicide,4,7.286178573100776,125.51878116785879
243,2021-03-28,LACSON,Carnapping,1,7.2744593170661345,125.62687613742673
244,2024-02-16,"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",Carnapping,4,7.111047610076633,125.53625509882102
245,2020-02-27,BARANGAY 5-A (POB.),Identity Theft,2,7.00463698495866,125.5236839183495
246,2022-05-19,PANALUM,Physical Injury,2,7.278495568776317,125.6804189746465
247,2024-07-24,ALFONSO ANGLIONGTO SR,Vandalism,1,7.1284552444951945,125.47526372996721
248,2024-12-08,"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",Homicide,2,7.289996445713101,125.43613420199898
249,2020-12-29,PANALUM,Theft,4,7.2890859931267755,125.57536293397784
250,2023-07-29,BAGO OSHIRO,Online Scam,3,7.255902836640208,125.69079654368525
251,2022-10-20,BARANGAY 13-B,Theft,3,7.088334667620876,125.51335176411816
252,2020-12-23,BARANGAY 28-C,Physical Injury,5,7.1155293185805775,125.41861102908864
253,2022-09-24,ILANG,Carnapping,3,7.255341001455057,125.50179158019287
254,2022-07-31,"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Cyberbullying,5,7.095076601546883,125.55177949629588
255,2023-02-18,MALAGOS,Illegal Drugs,2,7.050847824005828,125.44857690198967
256,2022-11-26,"INDANGAN (BRGY UNDER PS 13, DCPO)",Phishing,2,7.1670403787375045,125.59743066541695
257,2023-09-18,BARANGAY 32-D,Identity Theft,1,7.280846432248234,125.69932481670307
258,2020-06-01,SALAYSAY,Phishing,1,7.208808939002492,125.53552184279444
259,2023-05-11,SANTO NINO,Theft,2,7.1710183510268095,125.50641856701907
260,2020-08-07,"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",Vandalism,4,7.02915294813123,125.52021125005034
261,2024-05-22,"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",Carnapping,5,7.184502168009751,125.43454385351856
262,2024-10-03,BINUGAO,Vandalism,1,7.297016155031279,125.66498208042788
263,2024-06-27,TAMAYONG,Physical Injury,1,7.042025204570957,125.52444769665641
264,2020-04-20,"INDANGAN (BRGY UNDER PS 13, DCPO)",Robbery,4,7.155498895709121,125.51618232342746
265,2020-02-21,GUMALANG,Hacking,2,7.263211921578386,125.59790708187914
266,2024-05-02,"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",Cyber Fraud,5,7.222230585326261,125.53261002627934
267,2024-12-25,SASA,Illegal Drugs,1,7.20910472229858,125.59447004064236
268,2020-06-18,ILANG,Homicide,4,7.210745225196133,125.41843388703924
269,2023-09-07,TAMUGAN,Illegal Drugs,5,7.1078473453659266,125.64411700311668
270,2024-05-10,SAN ISIDRO,Theft,4,7.088077553279348,125.68215118586383
271,2024-03-23,40-D BOLTON ISLA,Cyber Fraud,5,7.242808346643554,125.59462961584782
272,2022-04-30,BAGANIHAN,Homicide,3,7.243034018403754,125.68636977865765
273,2022-04-17,CAWAYAN,Vandalism,3,7.260121695574031,125.44542969431099
274,2020-07-06,TAMAYONG,Online Scam,2,7.273972165766941,125.5432248568441
275,2022-04-11,ALAMBRE,Vandalism,3,7.153402719658281,125.58054202018364
276,2020-05-26,"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",Illegal Drugs,4,7.15045488840616,125.57452099422636
277,2023-12-06,"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",Physical Injury,5,7.239488553690032,125.52043853372672
278,2020-12-21,EDEN,Phishing,3,7.194989179233329,125.50142532280988
279,2021-05-14,BAYABAS,Assault,4,7.210590063177311,125.43804720676513
280,2022-01-19,"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Online Scam,4,7.2387378008308305,125.51752273516868
281,2022-11-30,SAN ISIDRO,Assault,5,7.267001602545269,125.44879824453164
282,2020-05-21,"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",Phishing,4,7.101398547055461,125.62030970294767
283,2022-05-27,BARANGAY 39-D (POB.),Physical Injury,5,7.112674885791983,125.46264928064838
